neighbourhood_group,room_type,minimum_nights,price
Manhattan,Entire home/apt,30,173.0
Manhattan,Private room,1,191.0
Manhattan,Entire home/apt,30,500.0
Manhattan,Entire home/apt,30,680.0
Manhattan,Entire home/apt,30,229.0
Brooklyn,Entire home/apt,30,67.0
Queens,Private room,30,100.0
Manhattan,Private room,30,150.0
Manhattan,Entire home/apt,30,169.0
Manhattan,Entire home/apt,30,177.0
Manhattan,Entire home/apt,30,1000.0
Queens,Entire home/apt,30,180.0
Queens,Private room,1,125.0
Brooklyn,Entire home/apt,30,86.0
Brooklyn,Entire home/apt,30,110.0
Brooklyn,Entire home/apt,30,307.0
Brooklyn,Entire home/apt,30,474.0
Brooklyn,Entire home/apt,30,120.0
Bronx,Private room,30,70.0
Brooklyn,Private room,1,153.0
Queens,Entire home/apt,30,429.0
Brooklyn,Private room,30,221.0
Manhattan,Entire home/apt,30,102.0
Manhattan,Entire home/apt,30,184.0
Manhattan,Entire home/apt,30,200.0
Manhattan,Private room,30,172.0
Brooklyn,Private room,30,50.0
Manhattan,Entire home/apt,30,147.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Entire home/apt,30,133.0
Manhattan,Entire home/apt,30,98.0
Manhattan,Entire home/apt,30,229.0
Manhattan,Entire home/apt,30,172.0
Manhattan,Entire home/apt,30,233.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,139.0
Manhattan,Entire home/apt,30,98.0
Manhattan,Entire home/apt,30,139.0
Queens,Entire home/apt,30,222.0
Manhattan,Entire home/apt,30,114.0
Queens,Entire home/apt,30,138.0
Manhattan,Entire home/apt,30,133.0
Manhattan,Entire home/apt,30,107.0
Manhattan,Entire home/apt,30,102.0
Manhattan,Entire home/apt,30,161.0
Manhattan,Private room,365,108.0
Queens,Entire home/apt,30,211.0
Queens,Entire home/apt,30,160.0
Manhattan,Entire home/apt,30,342.0
Brooklyn,Entire home/apt,30,255.0
Manhattan,Entire home/apt,30,237.0
Manhattan,Entire home/apt,30,158.0
Manhattan,Entire home/apt,30,133.0
Manhattan,Private room,30,212.0
Manhattan,Entire home/apt,30,133.0
Manhattan,Entire home/apt,30,111.0
Manhattan,Entire home/apt,30,117.0
Manhattan,Entire home/apt,30,273.0
Manhattan,Entire home/apt,30,114.0
Manhattan,Entire home/apt,30,90.0
Brooklyn,Entire home/apt,2,296.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Entire home/apt,30,133.0
Manhattan,Entire home/apt,30,127.0
Manhattan,Entire home/apt,30,101.0
Manhattan,Entire home/apt,30,117.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,168.0
Queens,Entire home/apt,30,130.0
Manhattan,Entire home/apt,1,461.0
Queens,Private room,30,62.0
Brooklyn,Private room,30,91.0
Manhattan,Entire home/apt,30,596.0
Queens,Entire home/apt,1,176.0
Manhattan,Entire home/apt,30,155.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,205.0
Brooklyn,Private room,2,90.0
Manhattan,Private room,30,250.0
Manhattan,Private room,30,316.0
Manhattan,Entire home/apt,30,479.0
Bronx,Entire home/apt,30,120.0
Brooklyn,Entire home/apt,30,164.0
Staten Island,Entire home/apt,30,111.0
Brooklyn,Entire home/apt,30,179.0
Brooklyn,Private room,30,100.0
Queens,Entire home/apt,30,160.0
Manhattan,Private room,30,74.0
Queens,Entire home/apt,30,200.0
Queens,Private room,30,200.0
Manhattan,Private room,1,126.0
Queens,Private room,30,54.0
Brooklyn,Private room,31,125.0
Brooklyn,Private room,31,175.0
Manhattan,Entire home/apt,30,142.0
Brooklyn,Entire home/apt,30,171.0
Brooklyn,Private room,2,107.0
Brooklyn,Private room,2,81.0
Brooklyn,Entire home/apt,30,190.0
Bronx,Private room,2,92.0
Manhattan,Entire home/apt,30,272.0
Manhattan,Entire home/apt,30,165.0
Brooklyn,Entire home/apt,30,220.0
Manhattan,Entire home/apt,30,169.0
Manhattan,Entire home/apt,30,165.0
Bronx,Private room,30,55.0
Bronx,Private room,30,51.0
Manhattan,Entire home/apt,30,800.0
Manhattan,Entire home/apt,30,145.0
Bronx,Private room,2,128.0
Manhattan,Private room,1,461.0
Staten Island,Entire home/apt,30,115.0
Queens,Entire home/apt,30,270.0
Manhattan,Entire home/apt,30,167.0
Queens,Private room,30,80.0
Queens,Entire home/apt,30,75.0
Manhattan,Entire home/apt,30,133.0
Brooklyn,Private room,30,100.0
Manhattan,Entire home/apt,30,174.0
Brooklyn,Private room,30,50.0
Brooklyn,Entire home/apt,30,328.0
Queens,Private room,30,51.0
Manhattan,Entire home/apt,30,329.0
Manhattan,Private room,3,340.0
Brooklyn,Entire home/apt,3,144.0
Manhattan,Entire home/apt,30,162.0
Manhattan,Entire home/apt,30,162.0
Manhattan,Entire home/apt,30,169.0
Manhattan,Entire home/apt,30,162.0
Manhattan,Entire home/apt,30,110.0
Manhattan,Entire home/apt,30,206.0
Manhattan,Entire home/apt,30,186.0
Manhattan,Entire home/apt,30,99.0
Brooklyn,Private room,30,54.0
Manhattan,Entire home/apt,30,164.0
Manhattan,Entire home/apt,30,415.0
Manhattan,Private room,30,145.0
Manhattan,Private room,30,100.0
Manhattan,Entire home/apt,3,613.0
Manhattan,Entire home/apt,30,230.0
Staten Island,Private room,30,54.0
Manhattan,Entire home/apt,30,152.0
Brooklyn,Private room,2,60.0
Brooklyn,Entire home/apt,2,394.0
Queens,Entire home/apt,30,103.0
Brooklyn,Private room,30,52.0
Brooklyn,Entire home/apt,30,163.0
Manhattan,Entire home/apt,30,315.0
Manhattan,Entire home/apt,30,93.0
Brooklyn,Private room,30,90.0
Brooklyn,Private room,30,90.0
Queens,Entire home/apt,30,275.0
Brooklyn,Entire home/apt,30,166.0
Queens,Private room,30,80.0
Bronx,Entire home/apt,30,178.0
Bronx,Private room,30,190.0
Staten Island,Private room,2,90.0
Manhattan,Entire home/apt,120,240.0
Manhattan,Entire home/apt,120,180.0
Manhattan,Entire home/apt,120,140.0
Bronx,Private room,30,85.0
Queens,Entire home/apt,30,242.0
Manhattan,Private room,30,83.0
Queens,Private room,30,58.0
Brooklyn,Private room,30,56.0
Queens,Entire home/apt,30,124.0
Brooklyn,Entire home/apt,30,193.0
Brooklyn,Entire home/apt,30,940.0
Brooklyn,Private room,31,240.0
Manhattan,Private room,30,79.0
Manhattan,Entire home/apt,5,299.0
Brooklyn,Entire home/apt,30,390.0
Staten Island,Entire home/apt,30,99.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Private room,30,139.0
Brooklyn,Private room,30,100.0
Brooklyn,Entire home/apt,3,274.0
Brooklyn,Private room,30,62.0
Queens,Private room,1,93.0
Brooklyn,Private room,3,128.0
Manhattan,Private room,30,164.0
Bronx,Entire home/apt,30,170.0
Manhattan,Entire home/apt,30,183.0
Brooklyn,Entire home/apt,30,100.0
Brooklyn,Private room,30,139.0
Brooklyn,Entire home/apt,30,125.0
Brooklyn,Entire home/apt,2,250.0
Manhattan,Entire home/apt,30,178.0
Brooklyn,Entire home/apt,3,566.0
Manhattan,Entire home/apt,30,249.0
Manhattan,Entire home/apt,30,130.0
Queens,Private room,3,120.0
Brooklyn,Private room,1,103.0
Manhattan,Private room,30,129.0
Brooklyn,Private room,1,97.0
Brooklyn,Private room,30,110.0
Brooklyn,Private room,30,120.0
Bronx,Entire home/apt,30,119.0
Manhattan,Entire home/apt,30,130.0
Brooklyn,Private room,1,104.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,30,79.0
Manhattan,Entire home/apt,90,150.0
Queens,Entire home/apt,30,314.0
Brooklyn,Entire home/apt,30,533.0
Brooklyn,Private room,30,162.0
Bronx,Private room,30,68.0
Brooklyn,Entire home/apt,30,450.0
Brooklyn,Entire home/apt,30,127.0
Brooklyn,Entire home/apt,30,95.0
Manhattan,Entire home/apt,30,192.0
Manhattan,Private room,30,122.0
Brooklyn,Private room,30,69.0
Queens,Entire home/apt,30,145.0
Queens,Entire home/apt,30,117.0
Queens,Entire home/apt,30,260.0
Brooklyn,Private room,30,80.0
Queens,Entire home/apt,30,117.0
Manhattan,Entire home/apt,30,550.0
Manhattan,Private room,1,402.0
Manhattan,Private room,1,434.0
Manhattan,Private room,1,533.0
Manhattan,Entire home/apt,1,569.0
Manhattan,Hotel room,1,432.0
Manhattan,Hotel room,1,346.0
Manhattan,Entire home/apt,1,366.0
Manhattan,Hotel room,1,346.0
Manhattan,Hotel room,1,432.0
Manhattan,Entire home/apt,1,321.0
Manhattan,Hotel room,1,432.0
Manhattan,Hotel room,1,432.0
Manhattan,Entire home/apt,1,339.0
Manhattan,Entire home/apt,3,360.0
Queens,Private room,30,112.0
Manhattan,Private room,30,230.0
Queens,Entire home/apt,30,175.0
Brooklyn,Private room,30,105.0
Manhattan,Entire home/apt,30,95.0
Queens,Private room,2,112.0
Queens,Private room,1,115.0
Brooklyn,Private room,30,90.0
Manhattan,Entire home/apt,30,127.0
Brooklyn,Private room,30,54.0
Manhattan,Entire home/apt,30,182.0
Manhattan,Entire home/apt,30,294.0
Manhattan,Private room,30,80.0
Brooklyn,Private room,30,212.0
Manhattan,Entire home/apt,30,325.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,140.0
Manhattan,Private room,1,135.0
Manhattan,Hotel room,1,90.0
Manhattan,Hotel room,1,90.0
Manhattan,Hotel room,1,90.0
Manhattan,Private room,30,109.0
Manhattan,Entire home/apt,30,95.0
Brooklyn,Private room,30,95.0
Queens,Entire home/apt,90,100.0
Manhattan,Entire home/apt,1,215.0
Manhattan,Entire home/apt,30,130.0
Brooklyn,Entire home/apt,30,250.0
Brooklyn,Entire home/apt,30,196.0
Brooklyn,Entire home/apt,2,145.0
Brooklyn,Entire home/apt,30,124.0
Brooklyn,Private room,30,70.0
Brooklyn,Private room,30,90.0
Queens,Entire home/apt,30,94.0
Manhattan,Private room,30,250.0
Manhattan,Entire home/apt,31,416.0
Manhattan,Entire home/apt,100,170.0
Manhattan,Entire home/apt,30,67.0
Queens,Private room,30,53.0
Bronx,Private room,30,82.0
Manhattan,Entire home/apt,30,105.0
Brooklyn,Entire home/apt,30,475.0
Manhattan,Entire home/apt,1,261.0
Queens,Private room,30,113.0
Queens,Entire home/apt,30,449.0
Queens,Private room,30,179.0
Queens,Private room,30,113.0
Queens,Private room,30,67.0
Queens,Entire home/apt,1,211.0
Manhattan,Entire home/apt,30,136.0
Manhattan,Private room,1,179.0
Brooklyn,Private room,2,105.0
Brooklyn,Entire home/apt,30,65.0
Manhattan,Entire home/apt,30,682.0
Manhattan,Entire home/apt,30,737.0
Brooklyn,Entire home/apt,30,144.0
Brooklyn,Entire home/apt,30,119.0
Queens,Entire home/apt,30,129.0
Manhattan,Entire home/apt,31,369.0
Brooklyn,Entire home/apt,30,203.0
Manhattan,Hotel room,1,362.0
Manhattan,Hotel room,1,362.0
Manhattan,Hotel room,1,453.0
Manhattan,Hotel room,1,182.0
Manhattan,Hotel room,1,227.0
Manhattan,Hotel room,1,295.0
Manhattan,Hotel room,1,262.0
Manhattan,Hotel room,1,284.0
Manhattan,Hotel room,1,370.0
Manhattan,Hotel room,1,392.0
Manhattan,Hotel room,1,301.0
Manhattan,Hotel room,1,231.0
Manhattan,Hotel room,1,411.0
Manhattan,Entire home/apt,30,210.0
Brooklyn,Entire home/apt,30,75.0
Manhattan,Entire home/apt,30,193.0
Manhattan,Entire home/apt,30,328.0
Manhattan,Entire home/apt,31,369.0
Manhattan,Entire home/apt,30,192.0
Brooklyn,Private room,30,135.0
Manhattan,Entire home/apt,30,143.0
Queens,Private room,30,180.0
Queens,Entire home/apt,30,155.0
Brooklyn,Entire home/apt,30,101.0
Queens,Entire home/apt,30,67.0
Brooklyn,Private room,2,129.0
Queens,Private room,30,150.0
Manhattan,Entire home/apt,30,211.0
Brooklyn,Entire home/apt,30,125.0
Staten Island,Entire home/apt,30,350.0
Brooklyn,Entire home/apt,30,237.0
Staten Island,Private room,1,87.0
Queens,Private room,4,170.0
Brooklyn,Entire home/apt,30,275.0
Queens,Entire home/apt,30,70.0
Brooklyn,Private room,30,57.0
Brooklyn,Entire home/apt,30,103.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Private room,2,55.0
Brooklyn,Private room,1,95.0
Manhattan,Entire home/apt,30,795.0
Queens,Private room,30,89.0
Queens,Entire home/apt,30,180.0
Manhattan,Entire home/apt,1,783.0
Bronx,Private room,1,84.0
Brooklyn,Private room,3,150.0
Queens,Private room,30,63.0
Manhattan,Private room,30,64.0
Manhattan,Private room,30,64.0
Queens,Private room,30,53.0
Queens,Private room,30,56.0
Queens,Private room,30,51.0
Queens,Private room,30,51.0
Queens,Private room,30,108.0
Manhattan,Entire home/apt,30,130.0
Brooklyn,Private room,30,94.0
Brooklyn,Private room,30,62.0
Brooklyn,Private room,1,97.0
Bronx,Entire home/apt,30,775.0
Manhattan,Entire home/apt,30,249.0
Manhattan,Entire home/apt,30,268.0
Queens,Private room,30,59.0
Brooklyn,Private room,30,79.0
Manhattan,Private room,30,94.0
Queens,Private room,30,60.0
Manhattan,Entire home/apt,30,151.0
Bronx,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,166.0
Manhattan,Entire home/apt,31,316.0
Manhattan,Entire home/apt,31,654.0
Brooklyn,Entire home/apt,30,191.0
Brooklyn,Private room,90,54.0
Manhattan,Private room,1,195.0
Manhattan,Private room,1,151.0
Manhattan,Entire home/apt,1,182.0
Brooklyn,Entire home/apt,30,111.0
Manhattan,Private room,30,135.0
Manhattan,Private room,30,122.0
Manhattan,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,120.0
Queens,Private room,30,117.0
Manhattan,Entire home/apt,30,765.0
Brooklyn,Entire home/apt,4,228.0
Brooklyn,Private room,2,81.0
Manhattan,Private room,1,166.0
Bronx,Private room,30,225.0
Brooklyn,Entire home/apt,30,85.0
Manhattan,Private room,1,180.0
Manhattan,Private room,1,156.0
Bronx,Private room,30,67.0
Brooklyn,Private room,30,107.0
Brooklyn,Entire home/apt,30,255.0
Brooklyn,Private room,30,96.0
Manhattan,Private room,30,59.0
Brooklyn,Private room,30,84.0
Brooklyn,Private room,30,80.0
Brooklyn,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,212.0
Queens,Private room,30,113.0
Brooklyn,Private room,30,113.0
Bronx,Private room,30,110.0
Brooklyn,Private room,90,52.0
Bronx,Private room,30,224.0
Manhattan,Entire home/apt,30,147.0
Queens,Entire home/apt,30,309.0
Manhattan,Entire home/apt,30,434.0
Brooklyn,Private room,30,59.0
Manhattan,Entire home/apt,1,263.0
Manhattan,Entire home/apt,1,263.0
Manhattan,Entire home/apt,1,263.0
Brooklyn,Private room,3,212.0
Manhattan,Entire home/apt,30,244.0
Manhattan,Private room,30,53.0
Manhattan,Entire home/apt,31,298.0
Manhattan,Entire home/apt,1,263.0
Manhattan,Entire home/apt,90,330.0
Manhattan,Entire home/apt,3,115.0
Queens,Private room,30,68.0
Queens,Private room,30,59.0
Queens,Entire home/apt,30,115.0
Queens,Private room,30,59.0
Queens,Private room,30,57.0
Manhattan,Entire home/apt,4,600.0
Brooklyn,Private room,30,73.0
Queens,Entire home/apt,30,145.0
Brooklyn,Private room,30,160.0
Queens,Entire home/apt,30,127.0
Queens,Entire home/apt,30,134.0
Brooklyn,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,108.0
Queens,Entire home/apt,30,299.0
Queens,Entire home/apt,30,75.0
Manhattan,Entire home/apt,30,191.0
Brooklyn,Entire home/apt,30,148.0
Brooklyn,Private room,30,290.0
Queens,Private room,1,103.0
Manhattan,Entire home/apt,30,380.0
Manhattan,Private room,30,90.0
Brooklyn,Entire home/apt,30,183.0
Manhattan,Private room,1,480.0
Queens,Private room,30,81.0
Brooklyn,Entire home/apt,30,300.0
Queens,Private room,30,200.0
Manhattan,Private room,30,54.0
Brooklyn,Entire home/apt,30,165.0
Manhattan,Private room,1,480.0
Manhattan,Entire home/apt,30,162.0
Manhattan,Entire home/apt,31,286.0
Brooklyn,Private room,30,152.0
Bronx,Private room,30,125.0
Brooklyn,Entire home/apt,1,135.0
Manhattan,Entire home/apt,30,126.0
Brooklyn,Private room,1,163.0
Brooklyn,Entire home/apt,30,140.0
Manhattan,Entire home/apt,30,300.0
Queens,Entire home/apt,30,750.0
Manhattan,Private room,30,300.0
Queens,Private room,30,115.0
Queens,Private room,30,59.0
Queens,Entire home/apt,30,213.0
Brooklyn,Private room,30,80.0
Manhattan,Entire home/apt,30,124.0
Staten Island,Entire home/apt,30,175.0
Brooklyn,Private room,2,65.0
Manhattan,Entire home/apt,30,86.0
Manhattan,Entire home/apt,30,99.0
Brooklyn,Entire home/apt,30,150.0
Manhattan,Entire home/apt,2,235.0
Brooklyn,Entire home/apt,30,167.0
Queens,Entire home/apt,1,81.0
Brooklyn,Entire home/apt,1,240.0
Brooklyn,Private room,30,80.0
Brooklyn,Entire home/apt,30,157.0
Brooklyn,Entire home/apt,30,179.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Private room,30,80.0
Brooklyn,Entire home/apt,3,177.0
Queens,Entire home/apt,30,189.0
Bronx,Private room,30,100.0
Brooklyn,Private room,30,75.0
Brooklyn,Private room,3,160.0
Brooklyn,Entire home/apt,30,94.0
Queens,Private room,30,79.0
Manhattan,Entire home/apt,30,225.0
Brooklyn,Private room,30,193.0
Staten Island,Private room,1,58.0
Brooklyn,Entire home/apt,30,131.0
Brooklyn,Private room,3,105.0
Brooklyn,Entire home/apt,30,210.0
Manhattan,Entire home/apt,30,110.0
Brooklyn,Entire home/apt,30,285.0
Manhattan,Entire home/apt,30,208.0
Brooklyn,Private room,30,59.0
Queens,Entire home/apt,30,475.0
Queens,Entire home/apt,30,100.0
Manhattan,Entire home/apt,31,407.0
Brooklyn,Private room,30,54.0
Brooklyn,Private room,30,54.0
Brooklyn,Private room,30,54.0
Queens,Private room,30,69.0
Manhattan,Private room,30,54.0
Manhattan,Entire home/apt,30,226.0
Manhattan,Entire home/apt,30,333.0
Manhattan,Entire home/apt,30,99.0
Manhattan,Private room,30,100.0
Brooklyn,Private room,30,87.0
Queens,Entire home/apt,30,200.0
Queens,Private room,3,162.0
Queens,Entire home/apt,30,300.0
Staten Island,Entire home/apt,30,94.0
Queens,Private room,30,285.0
Brooklyn,Entire home/apt,30,250.0
Manhattan,Entire home/apt,31,409.0
Manhattan,Entire home/apt,31,580.0
Brooklyn,Entire home/apt,30,94.0
Manhattan,Entire home/apt,30,495.0
Queens,Private room,30,285.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Entire home/apt,30,142.0
Brooklyn,Entire home/apt,30,171.0
Queens,Private room,30,79.0
Manhattan,Entire home/apt,30,160.0
Manhattan,Private room,31,80.0
Queens,Entire home/apt,30,221.0
Brooklyn,Private room,5,240.0
Queens,Private room,30,90.0
Brooklyn,Private room,30,175.0
Manhattan,Entire home/apt,120,251.0
Queens,Private room,30,52.0
Brooklyn,Private room,4,188.0
Brooklyn,Private room,30,58.0
Queens,Private room,30,65.0
Brooklyn,Entire home/apt,30,176.0
Brooklyn,Entire home/apt,30,162.0
Brooklyn,Entire home/apt,30,212.0
Queens,Entire home/apt,30,258.0
Brooklyn,Entire home/apt,30,199.0
Brooklyn,Private room,3,108.0
Brooklyn,Entire home/apt,30,189.0
Brooklyn,Entire home/apt,30,174.0
Manhattan,Entire home/apt,30,224.0
Brooklyn,Entire home/apt,3,319.0
Manhattan,Entire home/apt,30,107.0
Manhattan,Entire home/apt,30,258.0
Manhattan,Entire home/apt,30,270.0
Brooklyn,Private room,2,173.0
Queens,Entire home/apt,2,245.0
Manhattan,Hotel room,1,198.0
Manhattan,Hotel room,1,410.0
Manhattan,Hotel room,1,666.0
Manhattan,Private room,30,53.0
Brooklyn,Private room,30,336.0
Brooklyn,Entire home/apt,30,127.0
Manhattan,Private room,1,58.0
Manhattan,Entire home/apt,30,171.0
Brooklyn,Private room,30,67.0
Brooklyn,Entire home/apt,30,145.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,164.0
Brooklyn,Private room,30,53.0
Manhattan,Entire home/apt,1,220.0
Manhattan,Entire home/apt,31,350.0
Manhattan,Entire home/apt,31,308.0
Manhattan,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,220.0
Manhattan,Entire home/apt,30,319.0
Manhattan,Private room,1,126.0
Manhattan,Entire home/apt,30,275.0
Brooklyn,Entire home/apt,30,240.0
Manhattan,Private room,30,50.0
Brooklyn,Entire home/apt,2,151.0
Queens,Entire home/apt,2,373.0
Manhattan,Private room,1,121.0
Brooklyn,Entire home/apt,30,240.0
Manhattan,Entire home/apt,3,439.0
Brooklyn,Entire home/apt,30,140.0
Queens,Private room,30,50.0
Manhattan,Entire home/apt,30,110.0
Brooklyn,Entire home/apt,30,124.0
Brooklyn,Entire home/apt,30,72.0
Manhattan,Private room,1,112.0
Brooklyn,Entire home/apt,30,179.0
Manhattan,Hotel room,1,197.0
Manhattan,Hotel room,1,304.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Entire home/apt,30,353.0
Brooklyn,Entire home/apt,30,436.0
Manhattan,Private room,1,184.0
Manhattan,Entire home/apt,30,207.0
Manhattan,Private room,30,175.0
Manhattan,Entire home/apt,30,99.0
Manhattan,Hotel room,1,394.0
Manhattan,Entire home/apt,1,821.0
Manhattan,Entire home/apt,1,821.0
Manhattan,Hotel room,1,442.0
Manhattan,Hotel room,1,445.0
Manhattan,Hotel room,1,394.0
Manhattan,Hotel room,1,394.0
Manhattan,Entire home/apt,1,821.0
Manhattan,Entire home/apt,31,305.0
Manhattan,Entire home/apt,31,305.0
Manhattan,Entire home/apt,31,317.0
Manhattan,Entire home/apt,31,307.0
Queens,Entire home/apt,30,51.0
Manhattan,Hotel room,1,177.0
Manhattan,Entire home/apt,30,155.0
Manhattan,Hotel room,1,221.0
Manhattan,Hotel room,1,197.0
Manhattan,Hotel room,1,345.0
Manhattan,Hotel room,1,263.0
Manhattan,Hotel room,1,549.0
Manhattan,Hotel room,1,448.0
Manhattan,Hotel room,1,156.0
Brooklyn,Private room,30,121.0
Manhattan,Entire home/apt,1,828.0
Manhattan,Entire home/apt,1,828.0
Manhattan,Entire home/apt,1,507.0
Manhattan,Entire home/apt,1,507.0
Manhattan,Hotel room,1,156.0
Manhattan,Hotel room,1,156.0
Manhattan,Entire home/apt,30,96.0
Manhattan,Hotel room,1,198.0
Brooklyn,Private room,30,85.0
Bronx,Private room,30,110.0
Brooklyn,Entire home/apt,30,125.0
Manhattan,Entire home/apt,31,343.0
Brooklyn,Private room,30,86.0
Bronx,Private room,30,50.0
Queens,Private room,3,220.0
Queens,Private room,1,69.0
Queens,Private room,1,75.0
Queens,Private room,1,98.0
Brooklyn,Entire home/apt,30,98.0
Brooklyn,Private room,30,171.0
Brooklyn,Entire home/apt,30,117.0
Queens,Entire home/apt,30,125.0
Manhattan,Private room,30,246.0
Manhattan,Entire home/apt,30,238.0
Queens,Entire home/apt,30,124.0
Queens,Entire home/apt,30,115.0
Manhattan,Entire home/apt,30,190.0
Manhattan,Entire home/apt,30,133.0
Brooklyn,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,142.0
Manhattan,Private room,30,100.0
Bronx,Entire home/apt,2,124.0
Bronx,Entire home/apt,2,144.0
Bronx,Entire home/apt,1,119.0
Bronx,Entire home/apt,1,123.0
Bronx,Entire home/apt,1,118.0
Brooklyn,Private room,30,69.0
Brooklyn,Entire home/apt,30,236.0
Manhattan,Private room,30,97.0
Brooklyn,Entire home/apt,30,112.0
Manhattan,Entire home/apt,30,92.0
Brooklyn,Entire home/apt,30,395.0
Manhattan,Entire home/apt,30,210.0
Queens,Private room,2,99.0
Manhattan,Entire home/apt,3,451.0
Queens,Entire home/apt,30,165.0
Queens,Entire home/apt,30,149.0
Manhattan,Private room,30,99.0
Brooklyn,Private room,30,150.0
Manhattan,Entire home/apt,30,167.0
Manhattan,Entire home/apt,30,238.0
Manhattan,Entire home/apt,30,228.0
Queens,Entire home/apt,30,153.0
Manhattan,Entire home/apt,30,238.0
Brooklyn,Entire home/apt,30,110.0
Manhattan,Private room,1,108.0
Manhattan,Private room,30,150.0
Brooklyn,Entire home/apt,30,128.0
Brooklyn,Entire home/apt,3,242.0
Manhattan,Private room,1,480.0
Brooklyn,Private room,30,60.0
Brooklyn,Private room,30,103.0
Brooklyn,Entire home/apt,30,600.0
Brooklyn,Private room,2,84.0
Brooklyn,Entire home/apt,30,280.0
Brooklyn,Private room,30,92.0
Manhattan,Entire home/apt,30,94.0
Manhattan,Entire home/apt,30,55.0
Brooklyn,Private room,1,158.0
Brooklyn,Entire home/apt,1,224.0
Brooklyn,Private room,30,57.0
Brooklyn,Private room,6,132.0
Brooklyn,Private room,30,63.0
Brooklyn,Private room,30,88.0
Brooklyn,Private room,30,75.0
Brooklyn,Private room,30,75.0
Brooklyn,Entire home/apt,30,399.0
Brooklyn,Private room,30,72.0
Queens,Private room,1,112.0
Manhattan,Entire home/apt,30,145.0
Manhattan,Entire home/apt,30,270.0
Brooklyn,Entire home/apt,30,320.0
Queens,Entire home/apt,30,140.0
Queens,Private room,30,50.0
Manhattan,Entire home/apt,30,200.0
Queens,Entire home/apt,30,105.0
Bronx,Private room,3,90.0
Brooklyn,Private room,3,124.0
Queens,Private room,30,75.0
Queens,Private room,30,105.0
Manhattan,Entire home/apt,30,232.0
Manhattan,Entire home/apt,30,213.0
Manhattan,Entire home/apt,30,155.0
Brooklyn,Entire home/apt,2,214.0
Bronx,Entire home/apt,30,75.0
Manhattan,Private room,30,228.0
Manhattan,Entire home/apt,30,228.0
Brooklyn,Entire home/apt,30,505.0
Brooklyn,Entire home/apt,30,109.0
Manhattan,Entire home/apt,30,351.0
Manhattan,Private room,30,200.0
Manhattan,Entire home/apt,30,192.0
Manhattan,Entire home/apt,30,125.0
Queens,Entire home/apt,30,250.0
Manhattan,Entire home/apt,31,380.0
Manhattan,Entire home/apt,31,453.0
Manhattan,Entire home/apt,31,349.0
Manhattan,Entire home/apt,31,287.0
Brooklyn,Private room,30,115.0
Manhattan,Entire home/apt,30,342.0
Manhattan,Entire home/apt,30,280.0
Manhattan,Private room,30,121.0
Manhattan,Hotel room,1,571.0
Brooklyn,Entire home/apt,30,225.0
Manhattan,Hotel room,1,404.0
Manhattan,Hotel room,1,250.0
Manhattan,Hotel room,1,312.0
Manhattan,Hotel room,1,530.0
Manhattan,Hotel room,1,530.0
Manhattan,Hotel room,1,668.0
Manhattan,Hotel room,1,790.0
Manhattan,Hotel room,1,790.0
Manhattan,Hotel room,1,374.0
Manhattan,Hotel room,1,468.0
Manhattan,Entire home/apt,30,124.0
Manhattan,Hotel room,1,592.0
Brooklyn,Private room,30,125.0
Manhattan,Private room,7,450.0
Brooklyn,Private room,30,115.0
Brooklyn,Entire home/apt,30,180.0
Manhattan,Entire home/apt,30,94.0
Brooklyn,Private room,30,68.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Private room,30,127.0
Queens,Private room,1,99.0
Manhattan,Entire home/apt,30,225.0
Brooklyn,Entire home/apt,30,124.0
Queens,Entire home/apt,30,264.0
Manhattan,Entire home/apt,31,396.0
Manhattan,Entire home/apt,30,361.0
Queens,Private room,1,67.0
Manhattan,Entire home/apt,30,294.0
Brooklyn,Private room,30,81.0
Manhattan,Private room,30,88.0
Brooklyn,Private room,30,64.0
Manhattan,Private room,7,320.0
Manhattan,Private room,5,368.0
Brooklyn,Private room,3,234.0
Brooklyn,Entire home/apt,30,250.0
Manhattan,Private room,7,465.0
Manhattan,Private room,1,316.0
Manhattan,Private room,7,465.0
